show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,genres,countries,Movie,TV Show
80151663,oasis: supersonic,mat whitecross,"oasis, alan mcgee, paul mcguigan, liam gallagher, noel gallagher",united kingdom,2018-12-28,2016,r,122 min,"documentaries, international movies, music & musicals",this film details the rise of british rock group oasis and the creativity and chaos that brothers noel and liam gallagher brought to the iconic band.,2018.0,December,"['documentaries', 'international movies', 'music & musicals']",['united kingdom'],True,False
81024717,rehmataan,no director listed,"sukhjinder shera, guggu gill, deep dhillon, raj virk, surinder shinda",india,2018-12-28,2012,tv-14,116 min,"dramas, international movies, romantic movies","as unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",2018.0,December,"['dramas', 'international movies', 'romantic movies']",['india'],True,False
80194558,selection day,no director listed,"mohammad samad, yash shashank dholye, rajesh tailang, mahesh manjrekar, karanvir malhotra, ratna pathak shah, akshay oberoi",india,2018-12-28,2018,tv-14,1 season,"international tv shows, tv dramas, teen tv shows",two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.,2018.0,December,"['international tv shows', 'tv dramas', 'teen tv shows']",['india'],False,True
80995577,the birth reborn 3,eduardo chauvet,no cast listed,brazil,2018-12-28,2018,tv-ma,73 min,"documentaries, international movies","this intimate look at a são paulo birth center features interviews with mothers, activists, doctors and midwives. third in a series of films.",2018.0,December,"['documentaries', 'international movies']",['brazil'],True,False
80244708,when angels sleep,gonzalo bendala,"julián villagrán, marian álvarez, ester expósito, sira alonso de alarcón, asia ortega, daniel jumillas, christian mulas",spain,2018-12-28,2018,tv-ma,96 min,"dramas, international movies, thrillers","after a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events.",2018.0,December,"['dramas', 'international movies', 'thrillers']",['spain'],True,False
81029400,at first light,jason stone,"stefanie scott, theodore pellerin, percy hynes white, kate burton, saïd taghmaoui, kristin booth, james wotherspoon",canada,2018-12-27,2018,tv-14,91 min,"dramas, sci-fi & fantasy","after mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her.",2018.0,December,"['dramas', 'sci-fi & fantasy']",['canada'],True,False
80174285,alexa & katie,no director listed,"paris berelc, isabel may, tiffani thiessen, emery kelly, jolie jenkins, kerri medders, finn carr, eddie shin",united states,,2018,tv-y7,2 seasons,"kids' tv, tv comedies","alexa is battling cancer. but with her best friend, katie, by her side, she's also starting high school – and ready for whatever comes next.",,,"[""kids' tv"", 'tv comedies']",['united states'],False,True
80013773,left behind,vic armstrong,"nicolas cage, chad michael murray, cassi thomson, nicky whelan, jordin sparks, lea thompson, gary grubbs, quinton aaron","united states, canada",2018-12-26,2014,pg-13,110 min,"action & adventure, faith & spirituality, sci-fi & fantasy","after millions of people on earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival.",2018.0,December,"['action & adventure', 'faith & spirituality', 'sci-fi & fantasy']","['united states', 'canada']",True,False
80098103,the innocents,anne fontaine,"lou de laâge, agata kulesza, agata buzek, vincent macaigne, joanna kulig, katarzyna dabrowska, pascal elso, anna prochniak","france, poland",2018-12-26,2016,pg-13,115 min,"dramas, international movies","at the end of world war ii, a french doctor with the red cross treats nuns at a polish convent who were raped and impregnated by russian soldiers.",2018.0,December,"['dramas', 'international movies']","['france', 'poland']",True,False
80211991,you,lee toland krieger,"penn badgley, elizabeth lail, shay mitchell, john stamos, luca padovan, zach cherry",united states,2018-12-26,2018,tv-ma,1 season,"crime tv shows, romantic tv shows, tv dramas","obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",2018.0,December,"['crime tv shows', 'romantic tv shows', 'tv dramas']",['united states'],False,True
70304979,anthony bourdain: parts unknown,no director listed,anthony bourdain,united states,,2018,tv-pg,5 seasons,docuseries,this cnn original series has chef anthony bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines.,,,['docuseries'],['united states'],False,True
80219127,avengers: infinity war,"anthony russo, joe russo","robert downey jr., josh brolin, mark ruffalo, tom hiddleston, chris evans, chris hemsworth, jeremy renner, chris pratt, elizabeth olsen, sebastian stan, benedict cumberbatch, paul bettany, cobie smulders, benedict wong, zoe saldana, karen gillan, vin diesel, dave bautista, bradley cooper, pom klementieff, scarlett johansson, benicio del toro, anthony mackie, chadwick boseman, danai gurira, paul rudd, don cheadle, tom holland",united states,2018-12-25,2018,pg-13,150 min,"action & adventure, sci-fi & fantasy",superheroes amass to stop intergalactic sociopath thanos from acquiring a full set of infinity stones and wiping out half of all life in the universe.,2018.0,December,"['action & adventure', 'sci-fi & fantasy']",['united states'],True,False
80052828,backtrack,michael petroni,"adrien brody, sam neill, robin mcleavy, bruce spence, jenni baird, chloe bayliss, anna lise phillips, george shevtsov","australia, united kingdom, united arab emirates, canada",2018-12-25,2015,r,90 min,"dramas, thrillers","haunted by visions of the dead, psychologist peter returns home to confront a long-ago trauma. but will the trip exorcise or embolden the ghosts?",2018.0,December,"['dramas', 'thrillers']","['australia', 'united kingdom', 'united arab emirates', 'canada']",True,False
80997338,hi score girl,no director listed,"kohei amasaki, sayumi suzushiro, yuuki hirose, kazuyuki okitsu, daiki yamashita, daria midou, satomi arai, shizuka ito, cho, chinatsu akasaki, tomokazu sugita, yuichi nakamura, kana ueda, taketora, hochu otsuka, hiroki yasumoto",japan,2018-12-24,2018,tv-pg,1 season,"anime series, international tv shows, romantic tv shows","a chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade – and it’s his rich classmate, akira.",2018.0,December,"['anime series', 'international tv shows', 'romantic tv shows']",['japan'],False,True
80210736,stand up and away! with brian regan,no director listed,brian regan,united states,2018-12-24,2018,tv-14,1 season,"stand-up comedy & talk shows, tv comedies",brian regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,2018.0,December,"['stand-up comedy & talk shows', 'tv comedies']",['united states'],False,True
80092801,the magicians,no director listed,"jason ralph, arjun gupta, hale appleman, stella maeve, summer bishil, olivia taylor dudley, jade tailor, rick worthy, mackenzie astin, kacey rohl, charles mesure, keegan connor tracy, trevor einhorn",united states,,2018,tv-ma,3 seasons,"tv dramas, tv sci-fi & fantasy","when grad student quentin coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real.",,,"['tv dramas', 'tv sci-fi & fantasy']",['united states'],False,True
81020728,way back into love,no director listed,"june tsai, ray chang, lung shao-hua, yi-wen yen, ching-kuan wang, mai sato",taiwan,2018-12-24,2011,tv-pg,1 season,"international tv shows, romantic tv shows, tv comedies","after years in the u.s., a taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast.",2018.0,December,"['international tv shows', 'romantic tv shows', 'tv comedies']",['taiwan'],False,True
70296346,el señor de los cielos,no director listed,"rafael amaya, ximena herrera, robinson díaz, raúl méndez, gabriel porras, carmen villalobos, mauricio ochmann, fernanda castillo, marlene favela, carmen aub, maritza rodríguez","united states, mexico, colombia",,2018,tv-14,6 seasons,"crime tv shows, spanish-language tv shows, tv action & adventure",only aurelio casillas can fill pablo escobar's shoes and become mexico's biggest drug trafficker of the '90s.,,,"['crime tv shows', 'spanish-language tv shows', 'tv action & adventure']","['united states', 'mexico', 'colombia']",False,True
80153226,ninja hattori,no director listed,"junko hori, masako sugaya, yuko mita, kaneta kimotsuki, kenichi ogata, eiko yamada, yuzuru fujimoto, yuri nashiwa, runa akiyama, issei futamata",japan,2018-12-23,1981,tv-y7,1 season,"anime series, kids' tv","elementary school student kenichi mitsuba's household gains a surprising new member: kanzo hattori, a mischievous but helpful young ninja.",2018.0,December,"['anime series', ""kids' tv""]",['japan'],False,True
80171023,the little hours,jeff baena,"alison brie, dave franco, kate micucci, aubrey plaza, john c. reilly, molly shannon, fred armisen, jemima kirke, lauren weedman, nick offerman, paul reiser, adam pally, paul weitz, jon gabrus","canada, united states",2018-12-23,2017,r,89 min,"comedies, independent movies",life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,2018.0,December,"['comedies', 'independent movies']","['canada', 'united states']",True,False
80107989,watership down,noam murro,"james mcavoy, nicholas hoult, john boyega, ben kingsley, tom wilkinson, gemma arterton, peter capaldi, olivia colman, mackenzie crook, anne-marie duff, taron egerton, james faulkner, freddie fox, lee ingleby, miles jupp, daniel kaluuya, rory kinnear, craig parkinson, rosamund pike, daniel rigby, jason watkins","ireland, united kingdom, united states",2018-12-23,2018,tv-pg,1 season,"british tv shows, international tv shows, tv action & adventure",a warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by richard adams.,2018.0,December,"['british tv shows', 'international tv shows', 'tv action & adventure']","['ireland', 'united kingdom', 'united states']",False,True
80990464,忍者ハットリくん,no director listed,no cast listed,japan,,2012,tv-y7,2 seasons,"anime series, kids' tv","hailing from the mountains of iga, kanzo hattori moves in with elementary school student kenichi mitsuba and his family to hone his skills as a ninja.",,,"['anime series', ""kids' tv""]",['japan'],False,True
81039096,demon's path,no director listed,"wai ai, jim chim sui man, kwok-pong chan, felix lok, sham ka ki, elanne kong, kate yeung, ong yi-hing, sunny lau",country not specified,2018-12-22,2018,tv-ma,1 season,"crime tv shows, international tv shows, tv dramas","to catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death.",2018.0,December,"['crime tv shows', 'international tv shows', 'tv dramas']",['country not specified'],False,True
80989338,i am vengeance,ross boyask,"stu bennett, anna shaffer, mark griffin, bryan larkin, kevin leslie, gary daniels",united kingdom,2018-12-22,2018,r,93 min,action & adventure,"after learning that an ex-military friend and his parents were killed, the highly trained john gold comes to town seeking answers and revenge.",2018.0,December,['action & adventure'],['united kingdom'],True,False
80131551,mr. church,bruce beresford,"eddie murphy, britt robertson, natascha mcelhone, xavier samuel, lucy fry, christian madsen, natalie coughlin, madison wolfe, thom barry, mckenna grace",united states,2018-12-22,2016,pg-13,105 min,dramas,"a temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family.",2018.0,December,['dramas'],['united states'],True,False
80125291,people just do nothing,no director listed,"allan mustafa, hugo chegwin, asim chaudhry, lily brazier, olivia jasmine edwards, dan sylvester, steve stamp, ruth bratt, george keywood, maria louis",united kingdom,,2018,tv-ma,5 seasons,"british tv shows, tv comedies",spinning old-school beats is just another day at the office for the naive djs of a pirate radio station who juggle family life with their passion.,,,"['british tv shows', 'tv comedies']",['united kingdom'],False,True
81032874,single ladies senior,no director listed,"summer meng, christina mok, alina cheng, bonnie wang",country not specified,2018-12-22,2018,tv-14,1 season,"international tv shows, romantic tv shows, tv dramas",four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.,2018.0,December,"['international tv shows', 'romantic tv shows', 'tv dramas']",['country not specified'],False,True
80207124,7 days out,no director listed,no cast listed,united states,2018-12-21,2018,tv-pg,1 season,docuseries,"witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food.",2018.0,December,['docuseries'],['united states'],False,True
80999643,bad seeds,kheiron,"kheiron, catherine deneuve, andré dussollier, louison blivet, adil dehbi, hakou benosmane, youssouff wague, mahia zrouki, joseph jovanovic","france, belgium",2018-12-21,2018,tv-ma,105 min,"comedies, dramas, international movies","troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.",2018.0,December,"['comedies', 'dramas', 'international movies']","['france', 'belgium']",True,False
80196789,bird box,susanne bier,"sandra bullock, trevante rhodes, john malkovich, sarah paulson, bd wong, jacki weaver, rosa salazar, danielle macdonald, lil rel howery, tom hollander",united states,2018-12-21,2018,r,124 min,"dramas, sci-fi & fantasy, thrillers","five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",2018.0,December,"['dramas', 'sci-fi & fantasy', 'thrillers']",['united states'],True,False
80172145,diablero,no director listed,"christopher von uckermann, horacio garcía rojas, gisselle kuri, fátima molina, dolores heredia, humberto busto, quetzalli cortés, alexa martin, flavio medina, dulce neri, mariana botas",mexico,2018-12-21,2018,tv-ma,1 season,"international tv shows, spanish-language tv shows, tv action & adventure","when a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her.",2018.0,December,"['international tv shows', 'spanish-language tv shows', 'tv action & adventure']",['mexico'],False,True
80140955,greenleaf,no director listed,"merle dandridge, kim hawthorne, desiree ross, lamman rucker, tye white, lynn whitfield, deborah joy winans, keith david, lovie simone, gregory alan williams, oprah winfrey",united states,,2018,tv-14,3 seasons,tv dramas,"although members of the greenleaf family run a memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.",,,['tv dramas'],['united states'],False,True
81032872,jojo's world,no director listed,"tia lee, in deok hwang, yen-j, jason hsu, andy wu, sharon hsu",taiwan,2018-12-21,2017,tv-14,1 season,"international tv shows, romantic tv shows, tv comedies","diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out.",2018.0,December,"['international tv shows', 'romantic tv shows', 'tv comedies']",['taiwan'],False,True
80221272,last hope,no director listed,"tomoaki maeno, kana hanazawa, kenjiro tsuda, nao toyama, yuma uchida, unsho ishizuka, yuuichirou umehara, ai kayano",japan,,2018,tv-14,2 seasons,"anime series, international tv shows","after causing the near extinction of mankind seven years ago, genius scientist leon lau must now fight the ecological disaster he unwittingly created.",,,"['anime series', 'international tv shows']",['japan'],False,True
81032873,lion pride,no director listed,"yen tsao, amanda chou, kevin liu, peace yang, kenny wen, tzu-chiang chao, vince kao, lin ching-tai, lin he xuan, michael yang",taiwan,2018-12-21,2017,tv-14,1 season,"international tv shows, romantic tv shows, tv comedies","after crossing paths at a crime scene, a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery.",2018.0,December,"['international tv shows', 'romantic tv shows', 'tv comedies']",['taiwan'],False,True
81032867,love @ seventeen,no director listed,"lego lee, nikki hsin-ying hsieh, edison wang, amanda chou",taiwan,2018-12-21,2016,tv-14,1 season,"international tv shows, romantic tv shows, tv dramas","radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past.",2018.0,December,"['international tv shows', 'romantic tv shows', 'tv dramas']",['taiwan'],False,True
80200596,perfume,no director listed,"friederike becht, august diehl, wotan wilke möhring, natalia belitski, ken duken, trystan pütter, christian friedel, juergen maurer, marc hosemann, susanne wuest",germany,2018-12-21,2018,tv-ma,1 season,"crime tv shows, international tv shows, tv dramas","when a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",2018.0,December,"['crime tv shows', 'international tv shows', 'tv dramas']",['germany'],False,True
80997339,sirius the jaeger,no director listed,"yuto uemura, takahiro sakurai, kenyu horiuchi, nanako mori, yusuke kobayashi, shunsuke takeuchi, junji majima, rie takahashi, hinata tadokoro, kenjiro tsuda, takehito koyasu, sayaka ohara, nobuo tobita",japan,2018-12-21,2018,tv-ma,1 season,"anime series, international tv shows, tv thrillers","in imperial tokyo, a group calling themselves ""jaegers"" secretly hunt the vampires seeking the ark of sirius. among them is young werewolf, yuliy.",2018.0,December,"['anime series', 'international tv shows', 'tv thrillers']",['japan'],False,True
80109551,struggle: the life and lost art of szukalski,irek dobrowolski,no cast listed,"poland, united states",2018-12-21,2018,tv-ma,105 min,documentaries,"artists in la discover the work of forgotten polish sculptor stanislav szukalski, a mad genius whose true story unfolds chapter by astounding chapter.",2018.0,December,['documentaries'],"['poland', 'united states']",True,False
81020973,the last hangover,rodrigo van der put,"fábio porchat, gregório duvivier, antonio tabet, pedro benevides, paulo vieira, rafael portugal, fábio de luca, karina ramil, evelyn castro, pedro monteiro, camilo borges, gabriel totoro, victor leal, rafael logan",brazil,2018-12-21,2018,tv-ma,44 min,"comedies, international movies","in this biblical ""hangover"" spoof, the apostles awaken to find jesus is missing and must piece together events of the previous night's wild last supper.",2018.0,December,"['comedies', 'international movies']",['brazil'],True,False
81019341,what still remains,josh mendoza,"lulu antariksa, colin o'donoghue, mimi rogers, peter o'brien, dohn norwood, jeff kober, roshon fegan, siena goines, chris ellis, tobias jelinek",united states,2018-12-21,2018,tv-14,91 min,"dramas, thrillers","struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines.",2018.0,December,"['dramas', 'thrillers']",['united states'],True,False
81007175,wolf,no director listed,"ahu türkpençe, serkan çayoğlu, murat arkin, emir benderlioğlu, firat doğruloğlu, ahmet pinar, mesut akusta",turkey,2018-12-21,2018,tv-ma,1 season,"international tv shows, tv action & adventure, tv dramas","tasked with risky missions across turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",2018.0,December,"['international tv shows', 'tv action & adventure', 'tv dramas']",['turkey'],False,True
81001097,2036 origin unknown,hasraf dulull,"katee sackhoff, ray fearon, julie cox, steven cree, david tse, joe david walters",united kingdom,2018-12-20,2018,tv-14,95 min,sci-fi & fantasy,"working with an artificial intelligence to investigate the failure of a deadly mars landing, a mission controller makes an astonishing discovery.",2018.0,December,['sci-fi & fantasy'],['united kingdom'],True,False
70270949,23:59,gilbert chan,"tedd chan, stella chung, henley hii, lawrence koh, tommy kuan, josh lai, mark lee, susan leong, benjamin lim",singapore,2018-12-20,2011,r,78 min,"horror movies, international movies","when an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",2018.0,December,"['horror movies', 'international movies']",['singapore'],True,False
81008536,aggretsuko: we wish you a metal christmas,rarecho,"kaolip, shingo kato, komegumi koiwasaki, maki tsuruta, sohta arai, rina inoue, yuki takahashi, rarecho",japan,2018-12-20,2018,tv-pg,22 min,movies,"while retsuko desperately makes plans for christmas eve, her new obsession with seeking validation through social media spirals out of control.",2018.0,December,['movies'],['japan'],True,False
80040119,durarara!!,no director listed,"toshiyuki toyonaga, miyuki sawashiro, mamoru miyano, kana hanazawa, hiroshi kamiya, daisuke ono, jun fukuyama, yuichi nakamura, yuki kaji, ayahi takagaki, kazuma horie, sanae kobayashi, takaya kuroda, kari wahlgren, darrel guilbeau, bryce papenbrook, michelle ruff, johnny yong bosch, crispin freeman, yuri lowenthal, steve blum",japan,2018-12-20,2016,tv-14,1 season,"anime series, crime tv shows, international tv shows","a young man looking for excitement moves to ikebukuro, a district in tokyo, where he finds a world of mystery in which the past and present mesh.",2018.0,December,"['anime series', 'crime tv shows', 'international tv shows']",['japan'],False,True
80040330,fate/stay night: unlimited blade works,no director listed,"noriaki sugiyama, kana ueda, ayako kawasumi, junichi suwabe, noriko shitaya, mai kadowaki, masaki terasoma, nobutoshi canna, atsuko tanaka, shinichiro miki, yuu asakawa, miki ito, hiroshi kamiya, jouji nakata, tomokazu seki",japan,,2015,tv-ma,2 seasons,"anime series, international tv shows",high school students rin and shiro pair up as allies when they're chosen to compete in a secret tournament for possession of the holy grail.,,,"['anime series', 'international tv shows']",['japan'],False,True
81036532,imperfect,steve cheng,"edwin goh, ian fang weijie, phua yida, kimberly chia",singapore,2018-12-20,2012,tv-ma,95 min,"action & adventure, international movies","after a brawl lands him in a boys’ home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble.",2018.0,December,"['action & adventure', 'international movies']",['singapore'],True,False
81036535,lang tong,sam loh,"william lawandi, angeline yap, vivienne tseng, esther goh, alan tan",singapore,2018-12-20,2015,tv-ma,82 min,"international movies, thrillers","after seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister.",2018.0,December,"['international movies', 'thrillers']",['singapore'],True,False
81036533,miss j contemplates her choice,jason lai,"kit chan, xiang yun, bobby tonelli, shane pow, seraph sun, marcus chiau, sierra bustos, amy cheng, lin yu hui, youyi",singapore,2018-12-20,2014,tv-ma,89 min,"dramas, international movies, thrillers",the life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.,2018.0,December,"['dramas', 'international movies', 'thrillers']",['singapore'],True,False
81018239,ascharyachakit!,samit kakkad,"priyanka bose, vaibhav raj gupta, santosh juvekar, anangsha biswas, ankit raaj, kashmira irani, kailash waghmare, vipin sharma",india,2018-12-19,2018,tv-ma,90 min,"dramas, independent movies, international movies","entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath mumbai’s glitzy veneer.",2018.0,December,"['dramas', 'independent movies', 'international movies']",['india'],True,False
80166467,ellen degeneres: relatable,"joel gallen, tig notaro",ellen degeneres,united states,2018-12-18,2018,tv-14,1 season,"stand-up comedy & talk shows, tv comedies","in her first special since 2003, ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way.",2018.0,December,"['stand-up comedy & talk shows', 'tv comedies']",['united states'],False,True
80218939,the humanity bureau,rob w. king,"nicolas cage, sarah lind, hugh dillon, jakob davies, vicellous shannon, kurt max runte, lorne cardinal, jett klyne, david lovgren",canada,2018-12-18,2017,r,94 min,"action & adventure, sci-fi & fantasy","in a dystopian, near-future united states, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.",2018.0,December,"['action & adventure', 'sci-fi & fantasy']",['canada'],True,False
81045765,lilli,prasobh vijayan,"samyuktha menon, aaryan menon, dhanesh anand, kannan nayar, sajin cherukayil, kevin jose, athulya",india,2018-12-17,2018,tv-ma,85 min,"dramas, international movies, thrillers","a woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang.",2018.0,December,"['dramas', 'international movies', 'thrillers']",['india'],True,False
81018634,prince of peoria: a christmas moose miracle,jon rosenbaum,"gavin lewis, theodore barnes, shelby simmons, cynthia kaye mcwilliams",united states,2018-12-17,2018,tv-y7,29 min,"children & family movies, comedies","teddy's never missed the festival of lights, but the bowling alley’s been snowed in! not to worry – emil insists the christmas moose will save the day.",2018.0,December,"['children & family movies', 'comedies']",['united states'],True,False
80039602,skin trade,ekachai uekrongtham,"dolph lundgren, tony jaa, ron perlman, celina jade, peter weller, michael jai white, sahajak boonthanakit, mike dopud","thailand, canada, united states",2018-12-17,2014,r,96 min,action & adventure,a new jersey detective whose family was killed by an international gangster teams up with a bangkok cop on a quest to bring down a criminal empire.,2018.0,December,['action & adventure'],"['thailand', 'canada', 'united states']",True,False
81000861,american circumcision,brendon marotta,no cast listed,united states,2018-12-16,2017,tv-14,101 min,documentaries,"with interviews from experts on both sides of the debate, this film questions the routine practice of non-religious infant circumcision in the u.s.",2018.0,December,['documentaries'],['united states'],True,False
81039381,andhadhun,sriram raghavan,"tabu, ayushmann khurrana, radhika apte, anil dhawan, manav vij, zakir hussain, ashwini kalsekar, chhaya kadam, pawan singh, kabir sajid",india,2018-12-16,2018,tv-14,137 min,"comedies, dramas, international movies",a visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.,2018.0,December,"['comedies', 'dramas', 'international movies']",['india'],True,False
81026363,ashes of love,no director listed,"yang zi, deng lun, luo yunxi",china,2018-12-16,2018,tv-pg,1 season,"international tv shows, romantic tv shows, tv comedies","hidden away by her mother, the floral goddess, the naïve jinmi is drawn to xufeng, the heavenly emperor's son. yet forces conspire against them.",2018.0,December,"['international tv shows', 'romantic tv shows', 'tv comedies']",['china'],False,True
80026431,dragons: dawn of the dragon racers,"elaine bogan, john sanford","jay baruchel, america ferrera, zack pearlman, christopher mintz-plasse, t.j. miller, andree vermeulen",united states,2018-12-16,2014,tv-pg,27 min,"children & family movies, comedies","the ""how to train your dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition.",2018.0,December,"['children & family movies', 'comedies']",['united states'],True,False
70221348,dreamworks holiday classics,no director listed,"ben stiller, david schwimmer, chris rock, jada pinkett smith, jay baruchel, gerard butler, craig ferguson, america ferrera, eddie murphy, mike myers, antonio banderas, cameron diaz",united states,2018-12-16,2011,tv-pg,1 season,"kids' tv, tv comedies","join your dreamworks friends for these four holiday specials, featuring shrek and donkey, hiccup and toothless, and the wacky animals from madagascar.",2018.0,December,"[""kids' tv"", 'tv comedies']",['united states'],False,True
80013772,kill the messenger,michael cuesta,"jeremy renner, rosemarie dewitt, ray liotta, tim blake nelson, oliver platt, barry pepper, michael sheen, paz vega, michael kenneth williams, mary elizabeth winstead, andy garcia, robert patrick",united states,2018-12-16,2014,r,112 min,"dramas, thrillers","in the 1980s, a crusading journalist uncovers secret cia funding for nicaraguan rebels, but the powers that be silence his investigation.",2018.0,December,"['dramas', 'thrillers']",['united states'],True,False
80013474,maps to the stars,david cronenberg,"julianne moore, mia wasikowska, robert pattinson, john cusack, olivia williams, sarah gadon, evan bird, niamh wilson, dawn greenhalgh","canada, germany, france, united states",2018-12-16,2014,r,112 min,"comedies, dramas",a showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of hollywood.,2018.0,December,"['comedies', 'dramas']","['canada', 'germany', 'france', 'united states']",True,False
70184051,one day,lone scherfig,"rafe spall, jim sturgess, ken stott, jodie whittaker, patricia clarkson, tom mison, joséphine de la baume, romola garai, anne hathaway, tom arnold","united states, united kingdom",2018-12-16,2011,pg-13,107 min,"dramas, romantic movies","after a brief college romance, emma and dexter pursue separate dreams, but meet on the same day each year to compare their progress in life and love.",2018.0,December,"['dramas', 'romantic movies']","['united states', 'united kingdom']",True,False
80232329,springsteen on broadway,thom zimny,bruce springsteen,united states,2018-12-16,2018,tv-ma,153 min,music & musicals,bruce springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.,2018.0,December,['music & musicals'],['united states'],True,False
80000644,the theory of everything,james marsh,"emily watson, charlie cox, felicity jones, maxine peake, harry lloyd, eddie redmayne, david thewlis, simon mcburney","united kingdom, japan, united states",2018-12-16,2014,pg-13,123 min,"dramas, romantic movies","as his esteem grows in the world of physics, stephen hawking's body is ravaged by als, forcing his increasing dependence on his devoted wife, jane.",2018.0,December,"['dramas', 'romantic movies']","['united kingdom', 'japan', 'united states']",True,False
80998331,anjaan: rural myths,no director listed,no cast listed,india,2018-12-15,2018,tv-14,1 season,"international tv shows, tv horror, tv thrillers","spine-chilling stories of malevolent spirits unfold in villages, jungles and haunted buildings across india.",2018.0,December,"['international tv shows', 'tv horror', 'tv thrillers']",['india'],False,True
80105030,bad education,no director listed,"jack whitehall, mathew horne, sarah solemani, michelle gomez, nikki runeckles, kae alexander, layton williams, ethan lawrence, charlie wernham, jack binstead, jack bence, harry enfield",united kingdom,,2014,tv-ma,3 seasons,"british tv shows, tv comedies","a history teacher at the posh abbey grove, alfie wickers is something truly special: he's his school's, if not england's, single worst educator.",,,"['british tv shows', 'tv comedies']",['united kingdom'],False,True
81026453,emogenius,no director listed,hunter march,united states,2018-12-15,2017,tv-pg,1 season,reality tv,"two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize.",2018.0,December,['reality tv'],['united states'],False,True
81025946,f.r.e.d.i.,sean olson,"kelly hu, angus macfadyen, candace cameron bure, lucius hoyos, reid miller, tyler christopher, casimere jollette, christina cox, texas battle, harvey guillen",united states,2018-12-15,2018,tv-pg,90 min,"children & family movies, sci-fi & fantasy","venturing into the woods, high schooler james discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme.",2018.0,December,"['children & family movies', 'sci-fi & fantasy']",['united states'],True,False
81040405,flowers,no director listed,"olivia colman, julian barratt, daniel rigby, sophia di martino, leila hoffman, will sharpe, harriet walter",united kingdom,,2018,tv-ma,2 seasons,"british tv shows, tv comedies, tv dramas","between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together.",,,"['british tv shows', 'tv comedies', 'tv dramas']",['united kingdom'],False,True
81026475,idiotest,no director listed,ben gleib,united states,2018-12-15,2014,tv-pg,1 season,"reality tv, tv comedies",comedian ben gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. faster answers mean more money.,2018.0,December,"['reality tv', 'tv comedies']",['united states'],False,True
